Player,AvgRating,GamesCount,OpeningDiversity,Aggressiveness,Platform
"Aukhatov, Roman",2409.052197802198,364,2.962914542640916,0.3159340659340659,Lichess
"Aumont, Alexandre",2298.623287671233,146,3.337567983871773,0.4931506849315068,Lichess
AutHun,2439.2337662337663,308,4.144323030851405,0.5454545454545454,Lichess
Avenger82,2516.9565217391305,92,3.7662530651189075,0.3804347826086957,Lichess
AwareIdea,2471.8682170542634,129,3.809135309098214,0.29457364341085274,Lichess
"Aydincelebi, Kagan",2397.520376175549,319,3.467811796289888,0.5454545454545454,Lichess
"Azarov, Sergei",2655.6181818181817,110,3.5855660246572314,0.4818181818181818,Lichess
Azat Nurmammedov,2484.3030303030305,33,2.2256643521146295,0.5454545454545454,Lichess
Azde,2396.176470588235,17,2.5577938601077324,0.5294117647058824,Lichess
BIG_Pirate,2385.8653846153848,156,2.495667238613797,0.17307692307692307,Lichess
BLC2316,2361.74358974359,39,3.165917516496865,0.48717948717948717,Lichess
BMWHero,2715.874074074074,405,4.350232756750862,0.4222222222222222,Lichess
Babasss,2458.7650130548304,383,3.8058580245007474,0.2689295039164491,Lichess
"Babiy, Olga",2405.2258064516127,62,3.335672242307713,0.6935483870967742,Lichess
"Babujian, Levon",2569.6728971962616,107,3.271299488180685,0.35514018691588783,Lichess
"Bacallao Alonso, Yusnel",2638.1760391198045,409,4.146179430542777,0.32273838630806845,Lichess
"Bachmann, Axel",2559.150442477876,113,4.039522263327274,0.40707964601769914,Lichess
"Bagrationi, Alexander",2502.27972027972,143,4.067161935577236,0.48951048951048953,Lichess
Bakayoyo,2603.3271028037384,107,3.6800193516218074,0.4953271028037383,Lichess
"Bakhmatsky, Vladislav",2624.490322580645,310,4.058533282806927,0.38064516129032255,Lichess
"Balazs, Gabor",2457.449275362319,69,3.0089914959388238,0.4782608695652174,Lichess
"Ballecer, Dino",2526.757575757576,165,3.3023077436156867,0.6,Lichess
"Banawa, Joel",2534.4243119266057,436,3.7865627301486313,0.3555045871559633,Lichess
"Bancod, Ronald",2360.9113924050635,553,3.59256727312223,0.5370705244122965,Lichess
Banele Fortune Mhango,2420.891327063741,957,4.503475683203279,0.3793103448275862,Lichess
"Banikas, Hristos",2672.2875,80,3.4095005754409415,0.3875,Lichess
"Banzea, Alexandru-Bogdan",2406.25,108,3.68663326976049,0.4444444444444444,Lichess
Barbikusz,2403.387640449438,178,3.7191361579923066,0.4550561797752809,Lichess
"Barp, Alberto",2524.6929824561403,114,4.048660856773501,0.3333333333333333,Lichess
"Bartholomew, John",2428.125,16,2.1006789212792607,0.1875,Lichess
Barys74,2562.7937219730943,223,4.163155651546461,0.4484304932735426,Lichess
"Bashirli, Nail",2505.1,10,2.163955656882057,0.7,Lichess
"Baskakov, Egor",2670.7977161500817,1226,2.8037583580692464,0.35807504078303426,Lichess
"Baskin, Robert",2403.25,12,2.3693821196946763,0.6666666666666666,Lichess
Bassket,2323.8947368421054,19,2.871476118054867,0.42105263157894735,Lichess
Batko2003,2527.9142857142856,70,2.9289570841537635,0.5571428571428572,Lichess
"Batsiashvili, Nino",2424.5412844036696,109,3.446202970677219,0.5137614678899083,Lichess
"Baumegger, Siegfried",2485.745614035088,342,4.055138277232468,0.5321637426900585,Lichess
Beep Beep,2853.1111111111113,216,0.657022981956511,0.17592592592592593,Lichess
"Beerdsen, Thomas",2528.4444444444443,252,3.7472972057276337,0.5119047619047619,Lichess
"Beinoras, Mindaugas",2563.1654135338345,266,2.8046409535853782,0.6616541353383458,Lichess
"Bekturov, Tamerlan",2466.5438596491226,57,3.632338002297338,0.2631578947368421,Lichess
Beletko,2449.576271186441,3599,4.374888560902407,0.4217838288413448,Lichess
"Belov, Vladimir",2492.0,22,2.8152049266199475,0.5,Lichess
Benefactorr,2782.308108108108,370,4.060733135510877,0.5054054054054054,Lichess
Benek77,2457.0666666666666,135,3.3951635181438844,0.5111111111111111,Lichess
Bengalas88,2453.153846153846,13,2.2450352741261774,0.23076923076923078,Lichess
Benjamin Snodgrass,2309.25,52,2.976022166273092,0.2692307692307692,Lichess
"Beradze, Irakli",2577.9938744257274,653,4.3012759861798076,0.5114854517611026,Lichess
"Bernotas, Arturs",2462.1111111111113,18,2.5823063443139667,0.6111111111111112,Lichess
"Bersamina, Paulo",2505.9908256880735,109,3.8510565852593137,0.6238532110091743,Lichess
Bestinblitz,2688.604806408545,749,1.9997061007053676,0.22162883845126835,Lichess
"Bettalli, Francesco",2402.3483146067415,178,3.6797268209288134,0.4044943820224719,Lichess
"Beukema, Jasper",2414.373493975904,166,3.5407353788778457,0.42771084337349397,Lichess
Bibekthing,2378.313543599258,539,4.073840623927945,0.4712430426716141,Lichess
"Bilan, Danila",2309.785714285714,14,2.5400363038209806,0.35714285714285715,Lichess
BirdSetFree7,2371.912087912088,91,3.533745350986622,0.6043956043956044,Lichess
Bird_f4,2543.772151898734,79,3.2731557359037233,0.4430379746835443,Lichess
Biriyani,2614.481592039801,1005,4.297267664177903,0.445771144278607,Lichess
"Bitelmajer, Martin",2470.6746987951806,166,4.036761752464699,0.3855421686746988,Lichess
Blackoperator,2510.393346379648,2044,4.10895213692705,0.5215264187866928,Lichess
Blazinq,2524.2608695652175,46,3.154645330770203,0.30434782608695654,Lichess
"Blesic, Vaso",2465.657942238267,1108,4.312994750558468,0.4359205776173285,Lichess
"Blit, Jacques",2505.5172413793102,58,3.47461951260132,0.5689655172413793,Lichess
Blitzmachine2003,2529.417218543046,151,3.7953538368809063,0.40397350993377484,Lichess
"Blomqvist, Erik",2504.451612903226,62,3.202240644974979,0.5645161290322581,Lichess
"Bodek, Michael",2572.242424242424,66,3.355167374745539,0.5,Lichess
"Boe, Mads",2426.2985074626868,67,2.0445812037186366,0.44776119402985076,Lichess
Bogdan,2333.3291925465837,161,3.6664488109906053,0.30434782608695654,Lichess
Bogdanov Egor,2492.4,20,1.7771358806162145,0.8,Lichess
"Bologan, Victor",2596.02752293578,109,3.632794592439561,0.4954128440366973,Lichess
Bondar Dmytro,2245.0,10,2.3025850929940455,0.6,Lichess
"Boor, Carl",2419.8454545454547,220,3.935417034383266,0.44545454545454544,Lichess
"Boraso, Alessio",2422.7851772287863,931,3.9143725037587846,0.6047261009667024,Lichess
"Boros, Denes",2679.302536231884,552,3.853865790764189,0.4221014492753623,Lichess
Borsuk Konstantin,2466.721518987342,79,3.668629524487016,0.3037974683544304,Lichess
"Bortnyk, Mykola",2482.25,12,1.8143075196071252,0.75,Lichess
"Boruchovsky, Avital",2579.1,10,2.163955656882057,0.3,Lichess
"Bouvier, Bruno",2410.1085790884717,746,3.553890371485494,0.5254691689008043,Lichess
"Bouzidi, Ahmed",2359.0149625935164,401,2.9321216482561323,0.5062344139650873,Lichess
BrainPlunger,2407.6153846153848,13,2.20478541691352,0.6923076923076923,Lichess
"Brancaleoni, Maurizio",2418.3376623376626,77,3.2959502718416562,0.5064935064935064,Lichess
"Braun, Christian",2448.9158878504672,107,3.5106908447960383,0.6261682242990654,Lichess
BrianShaw,2484.635135135135,74,2.517625886570495,0.47297297297297297,Lichess
Brogdoth,2474.146496815287,157,2.4750703391854554,0.535031847133758,Lichess
Brotello,2415.0833333333335,12,1.8200759753606217,0.3333333333333333,Lichess
"Brunello, Sabino",2484.0625,16,2.772588722239781,0.4375,Lichess
"Bryakin, Mikhail",2477.9701492537315,67,3.3372399094308585,0.373134328358209,Lichess
BucklingChess,2403.4430147058824,544,3.531731834384039,0.5845588235294118,Lichess
Budapestupendo,2525.8552631578946,76,2.8900419801651576,0.40789473684210525,Lichess
Buffy7,2435.5,18,2.8133554045006157,0.4444444444444444,Lichess
Bugzilla,2516.707746478873,284,3.5404069777013936,0.2992957746478873,Lichess
Buknoy,2472.2915662650603,415,3.7918926987842996,0.3759036144578313,Lichess
Burberry,2569.502151198525,1627,4.177623922187373,0.4148740012292563,Lichess
"Burcu, Cagatay",2384.153846153846,13,2.458311329683084,0.46153846153846156,Lichess
BurgerKing,2521.8729792147806,433,4.546840893455394,0.3325635103926097,Lichess
"Burmakin, Evgeniy",2390.1935483870966,31,2.997756703271982,0.41935483870967744,Lichess
"Bykov, Egor",2525.0833333333335,36,2.803163733935407,0.5,Lichess
Bárður Örn Birkisson,2366.3846153846152,13,2.20478541691352,0.38461538461538464,Lichess
Bülent Erşahin,2394.0520833333335,96,3.8799087624766275,0.40625,Lichess
C009,2506.684210526316,19,2.187270992063101,0.8421052631578947,Lichess
CARLOS GALLEGOS,2385.5813953488373,43,3.3055821825342084,0.37209302325581395,Lichess
CRISTHIAN ARNALDO CRUZ SANCHEZ,2594.0,26,2.864738512190568,0.15384615384615385,Lichess
"Cabrera Pando, Ramiro",2420.8945686900956,626,3.7689328820458914,0.4424920127795527,Lichess
Cacarlsen,2384.036093418259,471,3.4435344359858413,0.47770700636942676,Lichess
CainMarko,2481.8064516129034,31,1.850643533804442,0.8064516129032258,Lichess
"Camacho Collados, Jose",2483.546391752577,291,3.742519493241303,0.44329896907216493,Lichess
"Camacho Martinez, Guillermo",2428.858536585366,205,3.7919689868959,0.44878048780487806,Lichess
Camilo Ernesto Gomez,2623.119318181818,176,3.54992190772578,0.3693181818181818,Lichess
"Campbell, Charles",2373.4405010438413,479,3.7653630191904925,0.4321503131524008,Lichess
"Can, Melih Kaan",2347.90625,64,3.4127333965215563,0.390625,Lichess
Candela Francisco,2365.714285714286,35,2.772888371523499,0.5714285714285714,Lichess
"Canty, James",2427.71875,96,2.70265989228058,0.4270833333333333,Lichess
CaptainPrice322,2486.8364611260054,373,3.240888397062242,0.4584450402144772,Lichess
Careless_Subroto,2414.2105263157896,76,3.346970670915674,0.42105263157894735,Lichess
Carlos Abiad,2454.5754716981132,106,3.002337985222888,0.4811320754716981,Lichess
Carlos Alberto Chávez Suárez,2405.0557103064066,359,3.163169968925273,0.43454038997214484,Lichess
Carlos Alberto Viana Jr.,2383.068493150685,73,3.670574950190192,0.3561643835616438,Lichess
Carlos Dávila Lopez,2376.5079365079364,63,3.335738428717405,0.5396825396825397,Lichess
Carlos Ernesto Burgos Figueroa,2417.2954545454545,88,3.2412273381864862,0.4659090909090909,Lichess
Carlos Marin,2389.763779527559,127,3.801470877851068,0.5984251968503937,Lichess
Carlos Squella Lavín,2382.8507462686566,67,3.386431504445849,0.3880597014925373,Lichess
"Carlsson, Ludvig",2491.5348837209303,43,3.4667792012690795,0.3488372093023256,Lichess
"Carlstedt, Jonathan",2437.0,80,3.1789670829746965,0.375,Lichess
"Carnicelli, Valerio",2360.9375,16,2.3933121229745242,0.5,Lichess
Carrygun,2420.162162162162,74,3.4044808850891504,0.3783783783783784,Lichess
"Carvalho, Guillermo",2403.970588235294,68,2.441776748179897,0.19117647058823528,Lichess
"Caspi, Israel",2516.2345679012346,162,3.9379554553021596,0.4876543209876543,Lichess
"Castella Garcia, Fausto",2389.714285714286,189,3.3375549723066618,0.7142857142857143,Lichess
"Castillo Coca, Mairebis",2334.3611111111113,36,2.661742879219936,0.4166666666666667,Lichess
"Castro Torres, Jose Luis",2284.7368421052633,19,2.5796246736085746,0.42105263157894735,Lichess
Ceejay24,2435.5,134,3.941215494433521,0.3880597014925373,Lichess
Cellini,2412.31914893617,47,2.761044202524362,0.46808510638297873,Lichess
Cesar Eduardo Ugarte Soto,2338.492537313433,201,3.0370850821610182,0.4228855721393035,Lichess
ChSalas,2451.7785714285715,140,3.95906301978786,0.3142857142857143,Lichess
ChainsOfFantasia,2551.7372262773724,274,4.06346049197848,0.2956204379562044,Lichess
Chalalpa,2432.921568627451,51,3.12472943222176,0.5490196078431373,Lichess
Chamaeleon3,2497.5061728395062,81,2.2629714644447803,0.37037037037037035,Lichess
Chancleta,2584.743169398907,549,3.4181128875232996,0.4936247723132969,Lichess
"Chandra, Akshat",2694.190476190476,483,4.587148272891293,0.36438923395445133,Lichess
Charles Storey,2458.9117647058824,34,2.899370419893724,0.38235294117647056,Lichess
CheckAB,2356.769230769231,221,4.33489038392441,0.3167420814479638,Lichess
"Cheng, Xiao",2448.8548387096776,62,3.5248308170473184,0.43548387096774194,Lichess
"Cheparinov, Ivan",2740.4024390243903,164,4.019840365918086,0.38414634146341464,Lichess
"Chernikov, Vladimir",2354.4,15,2.5232109529528914,0.06666666666666667,Lichess
"Chernomordik, Pavel",2363.8333333333335,18,2.212256610922266,0.6666666666666666,Lichess
"Chernov, Mikhail",2388.735099337748,302,3.3873126482451648,0.5529801324503312,Lichess
ChesSniper2000,2474.504798464491,521,2.50512109444353,0.061420345489443376,Lichess
ChessTurner,2562.6330275229357,218,3.6345996991808005,0.37155963302752293,Lichess
Chess_Horse,2309.5833333333335,24,2.1596726083563844,0.125,Lichess
Chessbird,2322.7368421052633,19,2.3474375882098704,0.47368421052631576,Lichess
"Chigaev, Maksim",2699.0344827586205,261,4.198470798268495,0.44061302681992337,Lichess
"Chizhikov, Vladislav",2472.9487951807228,332,3.6775565529918093,0.4759036144578313,Lichess
Chop-That-Wood,2281.5080645161293,124,3.0077523740245034,0.4596774193548387,Lichess
Christian Almeida do Nascimento,2301.685185185185,54,2.725869281733775,0.3888888888888889,Lichess
Christian Toth,2338.128514056225,249,3.0569134485350715,0.28112449799196787,Lichess
"Christiansen, Johan-Sebastian",2557.75,60,3.369371673247415,0.45,Lichess
"Christie, Joshua",2514.3835182250396,631,4.431914384367069,0.4215530903328051,Lichess
"Chumpitaz, Ann",2424.828244274809,262,3.891496714565845,0.5572519083969466,Lichess
"Chylewski, Patryk",2550.0872274143303,321,4.328657664245545,0.3582554517133956,Lichess
Cisterciense,2292.1875,32,2.9728457116721207,0.34375,Lichess
Claudio Olivares,2416.6666666666665,12,2.3693821196946763,0.75,Lichess
Coach Lorente,2450.5425531914893,376,2.894563692343735,0.07180851063829788,Lichess
CoachJesse,2440.0759493670885,79,3.1418455637230487,0.4050632911392405,Lichess
ColdBloodShed,2450.681640625,512,3.7374775564913794,0.5625,Lichess
Colmen,2447.5056526207604,973,3.8838750747228508,0.49743062692702983,Lichess
"Colovic, Dusan",2388.9767441860463,43,1.9786040811218037,0.20930232558139536,Lichess
Computercheat,2463.0919540229884,87,3.241372456507283,0.3448275862068966,Lichess
Connor Clarke,2250.0833333333335,12,2.138333059508028,0.25,Lichess
"Coro, Lucas",2403.6101694915255,59,3.698483887158397,0.4406779661016949,Lichess
Cortado,2406.9615384615386,26,2.8114194983013414,0.46153846153846156,Lichess
"Corvi, Marco",2282.3571428571427,14,2.5400363038209806,0.35714285714285715,Lichess
"Cotonnec, Melkior",2435.0153846153844,65,2.682453782406018,0.47692307692307695,Lichess
"Crevatin, Leo",2404.1666666666665,12,2.484906649788001,0.75,Lichess
"Crispin Ferreras, Darvi Abraham",2272.3868613138684,137,3.666778300778568,0.40875912408759124,Lichess
Cristian Barros Rivadeneira,2543.7698412698414,126,3.6695008962085716,0.3253968253968254,Lichess
Cristian Chirila,2468.4109589041095,73,3.0691038148324674,0.6301369863013698,Lichess
Cristian Machidon,2465.4467005076144,197,3.914603370241229,0.4619289340101523,Lichess
Cristian Vasquez,2372.2432432432433,37,2.7040870952704354,0.5675675675675675,Lichess
CristianS27,2415.0321910695743,963,3.750918057338515,0.5794392523364486,Lichess
Cristóbal Torres Bravo,2483.976501305483,383,3.6136511487628287,0.4386422976501306,Lichess
CrouchingTiger,2366.5846153846155,65,3.571569696792492,0.3076923076923077,Lichess
Crusher22,2423.657142857143,70,2.6206764801999944,0.2857142857142857,Lichess
"Cruz, Jonathan",2582.856707317073,328,1.1774548221982568,0.8201219512195121,Lichess
"Cupid, Kevin",2360.9066666666668,75,3.5759238542078267,0.49333333333333335,Lichess
CyberLion,2526.2916666666665,96,2.6745783698133874,0.28125,Lichess
D-Fernandez,2549.4166666666665,48,3.249974348460891,0.4791666666666667,Lichess
DR AS,2366.6315789473683,19,2.524545921633359,0.42105263157894735,Lichess
"Daeschler, Florian",2422.181347150259,193,3.3415256554910164,0.3005181347150259,Lichess
"Danchevski, Orce",2447.705298013245,302,3.5931948800175526,0.33774834437086093,Lichess
"Daneshvar, Bardiya",2525.9166666666665,12,2.253857589601352,0.3333333333333333,Lichess
Daniel Barria Zuñiga,2487.388719512195,656,4.263434637491944,0.36890243902439024,Lichess
Daniel He,2515.5,170,3.0256736099109762,0.18235294117647058,Lichess
Daniel Herman,2348.5616438356165,73,3.0865293731884687,0.5068493150684932,Lichess
Daniel López González,2343.957264957265,117,4.026733132017997,0.37606837606837606,Lichess
Daniel Martian,2496.3140417457307,1054,2.7990532273248045,0.4971537001897533,Lichess
Daniel Núñez,2332.8333333333335,48,2.9322818907042496,0.5625,Lichess
