player_username,player_sex,game_id,opponent_rating,opponent_id,is_white,won,status,total_moves,acpl,eco,opening_name,timestamp,moves,complexity
elsas,M,CSZH8WOG,2446.0,SabrinaCarpenter,False,False,outoftime,62,36.0,B03,Alekhine Defense,1765429148100,e4 Nf6 e5 Nd5 d4 d6 f4 g6 Nf3 Bg7 Be2 O-O O-O dxe5 Nxe5 Nd7 Bf3 c6 Qe1 N7f6 Kh1 Bf5 Na3 a5 g4 Bd7 Nac4 b5 Nxd7 Nxd7 Ne5 Nxe5 dxe5 e6 f5 exf5 gxf5 Re8 e6 fxe6 fxe6 Qd6 Bg4 Nf6 Bf4 Qd5+ Bf3 Qxe6 Qh4 Nd5 Bh6 Bxh6 Qxh6 Qe3 Bxd5+ cxd5 Rf8+ Rxf8 Qxe3 Rae8 Qd4 Rf5 a4 b4 c3 Re4 Qa7 bxc3 bxc3 Re2 Rb1 Rff2 Rb8+ Rf8 Rxf8+ Kxf8 Qxa5 Re1+ Kg2 Re2+ Kg3 Re5 Qd8+ Kf7 a5 Re3+ Kf4 Re4+ Kf3 h6 Qxd5+ Re6 a6 Kf6 Qxe6+ Kxe6 a7 g5 a8=Q Kf5 Qe4+ Kf6 c4 h5 c5 g4+ Kf4 Kg7 Qe5+ Kg6 c6 h4 Kxg4 Kh6 Kxh4 Kg6 Kg4 Kf7 c7 Kg6 c8=Q Kf7 Qcc7+ Kf8 Qeg7+,58.55
elsas,M,CEoLJwDN,2490.0,Prayer791,True,False,resign,9,47.0,A54,Old Indian Defense: Two Knights Variation,1765425271623,d4 Nf6 c4 d6 Nc3 e5 Nf3 e4 Ng5 Qe7 Qc2 Bf5 f3 Nc6 e3 Nxd4 exd4 exf3+,
elsas,M,vGZPmCjC,2485.0,Slava50,False,False,resign,15,42.0,D11,Slav Defense: Modern Line,1765425116263,Nf3 d5 d4 c6 c4 Nf6 g3 Bf5 Bg2 e6 O-O Nbd7 Nc3 h6 Qb3 Qc8 Bf4 Be7 Rac1 O-O Ne5 dxc4 Nxc4 Nb6 e4 Nxc4 exf5 Nb6 Rfe1 Nfd5 Nxd5,67.5
elsas,M,WUMkFd7s,2495.0,Kabeljaukrieger,True,False,resign,21,73.0,A40,English Defense,1765403383884,d4 e6 c4 b6 Nc3 Bb4 Nf3 f5 e3 Nf6 Bd3 Bb7 O-O Bxc3 bxc3 d6 a4 Nbd7 Ba3 O-O d5 exd5 Bxf5 dxc4 Be6+ Kh8 Bxc4 Ng4 Be2 Qf6 h3 Nge5 Nxe5 Nxe5 Kh2 Qg5 Rg1 Rxf2 Bf1 Nf3+ Kh1 Qg3,61.45652173913044
elsas,M,AQLvCY8H,2503.0,www68,False,False,outoftime,70,25.0,C85,"Ruy Lopez: Closed, Delayed Exchange",1765402994796,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7 Bxc6 dxc6 Re1 Bg4 h3 Bxf3 Qxf3 O-O d3 Nd7 Nd2 Bd6 Nc4 Qe7 Ne3 g6 Bd2 Qe6 Bc3 c5 Ng4 b5 b3 c6 a4 f6 Nh6+ Kg7 Ng4 h5 Ne3 Kh7 h4 Be7 g3 Rfc8 Kg2 Kg7 Ra2 b4 Bb2 Rf8 Raa1 Rh8 Re2 Raf8 Rae1 a5 Nc4 Ra8 c3 Rhf8 cxb4 cxb4 d4 exd4 Bxd4 Ne5 Bxe5 fxe5 Qe3 Rad8 Rd2 Bf6 Red1 Rd4 Rxd4 exd4 Qe2 c5 Nxa5 Bd8 Nc4 Bc7 e5 Qd5+ f3 Kf7 Kh2 Re8 f4 Rd8 Rd3 Ke6 Qg2 Qxg2+ Kxg2 Kd5 Kf3 Rf8 Rd1 Rf7 a5 Rf8 Re1 Ke6 Ke4 Ra8 Rg1 Ra7 g4 hxg4 Rxg4 Bxa5 Rxg6+ Kf7 Rf6+ Kg7 f5 Bd8 Rg6+ Kf8 h5 Ra2 Rd6 Re2+ Kd5 d3 Ke6 Bh4 Rxd3 Kg7 f6+ Kh6 f7 Rf2 Rd6 Kxh5 Ne3 Kg6 Nf5,44.233333333333334
elsas,M,dNCgtj21,2513.0,MarkusMaischberger,True,True,outoftime,48,45.0,B22,"Sicilian Defense: Alapin Variation, Barmen Defense",1765402607898,e4 c5 c3 d5 exd5 Qxd5 d4 Nc6 Nf3 Nf6 Be3 e6 c4 Qd6 dxc5 Qxd1+ Kxd1 Ng4 Bd3 Nxe3+ fxe3 Bxc5 Ke2 e5 Nc3 Bg4 h3 Bh5 Ne4 Be7 g4 Bg6 Nc3 Bxd3+ Kxd3 O-O-O+ Ke2 h5 g5 h4 Nd5 Bc5 e4 Nd4+ Nxd4 Bxd4 Rab1 Rh5 g6 fxg6 Rbf1 Rg5 Rh2 Bg1 Rh1 Rg2+ Kd3 Bd4 b4 Rxa2 c5 b5 cxb6 axb6 Kc4 Re2 Re1 Rxe1 Rxe1 Rf8 Kb5 Rf3 Rc1+ Kd8 Kc6 Rxh3 Rf1 Rc3+ Kd6 Kc8 Rf8+ Kb7 Rf7+ Ka6 Nxc3 Bxc3 Rxg7 Bxb4+ Kd5 Bc3 Rxg6 Kb5 Rh6 Be1 Kxe5 Bg3+ Kd4,71.20833333333333
elsas,M,Rxwai4vO,2619.0,blindcrocodile,False,True,outoftime,48,45.0,A15,English Opening: Anglo-Indian Defense,1765402219741,c4 Nf6 g3 g6 Bg2 Bg7 Nc3 d6 Nf3 O-O O-O e5 d3 c6 e4 c5 a3 Nc6 Rb1 a5 Bd2 Nd4 Nxd4 cxd4 Ne2 Bd7 f4 Ng4 h3 Ne3 Bxe3 dxe3 Qc1 Qb6 Rf3 exf4 gxf4 f5 Qxe3 Qb3 e5 dxe5 fxe5 Rae8 d4 Qxc4 Qb3 Be6 Qxc4 Bxc4 Nf4 Rd8 b3 Bb5 Ne6 Kf7 Nxf8 Bxf8 Rf4 Ke6 Re1 Rxd4 Rxd4 Bc5 Kh1 Bxd4 Bxb7 Bxe5 b4 axb4 axb4 f4 Rc1 g5 Bc6 Bd3 b5 h5 b6 g4 hxg4 hxg4 b7 f3 Re1 Be2 Kg1 Bd4+ Kh2 Kf5 b8=Q Be5+ Qxe5+ Kxe5 Kg3 Kd4,82.825
elsas,M,NtxBDBw6,2434.0,Weak_player28,True,False,draw,62,31.0,C56,"Italian Game: Scotch Gambit, Max Lange Attack",1765401827752,e4 e5 Nf3 Nc6 d4 exd4 Bc4 Nf6 e5 d5 Bb5 Ne4 Nxd4 Bc5 c3 O-O Bxc6 bxc6 O-O Bd7 f3 Ng5 f4 Ne4 Be3 Qe7 Nd2 Nxd2 Qxd2 f6 e6 Bxd4 Bxd4 Bxe6 Rae1 Qd7 Qf2 Bf5 Bxa7 Be4 a3 Rfe8 Bc5 h5 h3 Qf5 Kh2 Kf7 Ra1 Ra4 b3 Ra5 a4 Rea8 Bb4 R5a7 a5 Qg6 Rfe1 c5 Bxc5 Rxa5 Rxa5 Rxa5 Be3 Ra3 f5 Qxf5 Qxf5 Bxf5 Rf1 Be4 Bd4 Rxb3 Rf2 Ke6 Kg3 Kd6 Kh4 c5 Be3 Rxc3 Bf4+ Ke6 Kxh5 Kf5 Bd2+ Ke5 Bxc3+ d4 Bb2 c4 Bc1 c3 Bf4+ Kd5 g4 d3 g5 fxg5 Kxg5 Kd4 h4 g6 Kf6 Kd5 Be3 Kc4 Ke5 Bc6 Rf1 d2 Bxd2 cxd2 Rd1 Kd3 Kf6 Be4 Kg5 Ke2 Rxd2+ Kxd2 h5 gxh5 Kxh5,49.85
elsas,M,LGLoKNWW,2525.0,Avicii1995,False,False,resign,60,56.0,C48,"Four Knights Game: Spanish Variation, Classical Variation",1765376666374,e4 e5 Nf3 Nc6 Bb5 Nf6 Nc3 Bc5 O-O d6 d4 exd4 Bxc6+ bxc6 Nxd4 Bd7 Be3 Bb6 Qf3 Ng4 Nxc6 Bxc6 Qxg4 O-O Bg5 f6 Bh6 Rf7 Nd5 Kh8 Nxb6 axb6 Bd2 Qe8 f3 Bd7 Qf4 Qe5 Qxe5 fxe5 h4 h6 Kf2 Be6 a3 Kg8 Ke3 Kf8 Rfd1 Ke7 Be1 Kd7 Kd2 b5 Kc3 c6 Bd2 d5 exd5 cxd5 b3 Kc6 Kb2 d4 Bb4 Rf4 Re1 Kd5 Rh1 Rc8 Rad1 e4 fxe4+ Rxe4 Rd2 Bf5 Rf1 Ke5 g3 g6 Rfd1 Rd8 Ba5 Rd7 Bb6 Rg4 Re1+ Kf6 Red1 Ke5 a4 b4 a5 d3 cxd3 Rxg3 a6 Be6 a7 Bd5 d4+ Kd6 Rd3 Rxd3 Rxd3 Ba8 Bc5+ Kc6 Re3 Kb7 Re6 Rg7 Rb6+ Kc7 Rb8 Bd5 a8=Q Bxa8 Rxa8 g5 Ra7+,51.85
elsas,M,UIK8be8p,2572.0,masimagi,True,False,resign,59,52.0,A56,Benoni Defense: Hromádka System,1765313179051,d4 Nf6 c4 c5 d5 d6 Nc3 g6 e4 Bg7 f3 O-O Be3 e6 Bd3 exd5 cxd5 Na6 Nge2 Nc7 O-O a6 a4 Rb8 Qd2 b5 axb5 axb5 Ra7 b4 Nd1 Nb5 Bxb5 Rxb5 b3 Nd7 Nb2 Ne5 Rfa1 f5 Rxg7+ Kxg7 Bh6+ Kg8 Bxf8 Qxf8 Ra8 fxe4 fxe4 Rb7 Ng3 Qd8 h3 Qc7 Kh2 Rb8 Rxb8 Qxb8 Qf4 Qc7 Qf6 Nf7 Nc4 Ba6 Ne3 Qd8 Qxd8+ Nxd8 Kg1 Nf7 Kf2 Ne5 Ke1 h5 Kd2 Kg7 Nh1 Kf6 Nf2 Kg5 g3 h4 gxh4+ Kxh4 Nfg4 Nf3+ Kc2 Kg3 Nf6 Kxh3 Ne8 Nd4+ Kb2 Nb5 Nc4 g5 Nexd6 g4 Nf5 g3 Nxg3 Kxg3 e5 Nc3 e6 Nxd5 Nd6 Kf4 Kc2 Ke5 Nc4+ Bxc4 bxc4 Kxe6 Kb3 Nb6 Kb2 Nxc4+,231.75833333333333
kasparovsabe,M,1RYbmRkV,2440.0,firlus,True,False,outoftime,69,70.0,A13,English Opening: Agincourt Defense,1765808425168,c4 e6 Nc3 d5 g3 Nf6 Bg2 Be7 Nf3 O-O O-O d4 Nb1 c5 e3 Nc6 exd4 cxd4 Re1 Nd7 d3 e5 Na3 f6 Nc2 a5 Na3 Nc5 Nb5 Bf5 Bf1 Qd7 Nh4 Bh3 Bxh3 Qxh3 Qf3 Qd7 Nf5 Rae8 Bd2 g6 Nxe7+ Rxe7 Re2 f5 Qd5+ Qxd5 cxd5 Nb4 Bxb4 axb4 d6 Re6 Rd1 b6 Nc7 Rxd6 Rxe5 Rd7 Ne6 Rc8 Ng5 Ra8 a3 bxa3 bxa3 Rxa3 Rb1 Ra6 h4 Nxd3 Re8+ Kg7 h5 gxh5 Rb8 Ne5 Ne6+ Kf6 Nf4 d3 R8xb6+ Rxb6 Rxb6+ Kf7 Rb1 d2 Rd1 h4 gxh4 Nf3+ Kf1 Nxh4 Ke2 Ng6 Ng2 Kf6 Rxd2 Rxd2+ Kxd2 Ke5 Ke3 f4+ Kf3 Kf5 Ke2 Kg4 Kf1 Ne5 Ne1 h5 Kg2 h4 Kh2 f3 Nc2 Nd3 Ne3+ Kf4 Nd5+ Ke4 Nf6+ Kf5 Nd5 Nxf2 Kg1 Ng4 Kf1 h3 Ne3+ Kf4 Nxg4 Kxg4 Kg1 Kg3 Kh1 Kf4,69.93333333333334
kasparovsabe,M,SUSlI8fT,2416.0,Gaz-to-SHazz,False,True,outoftime,52,50.0,B23,Sicilian Defense: Closed,1765764481022,e4 c5 Nc3 a6 f4 b5 Nf3 Bb7 d4 cxd4 Qxd4 Nc6 Qf2 Rc8 Bd3 e6 O-O Nb4 f5 Nf6 h3 Qc7 Be3 h5 Ng5 Bd6 a3 Bg3 Qf3 Nxd3 cxd3 Bh2+ Kh1 Ng4 hxg4 hxg4 Qxg4 Bf4+ Nh3 Bxe3 Qxg7 Rf8 Rae1 Bd2 fxe6 dxe6 Re2 Bxc3 bxc3 Qxc3 d4 Qd3 Rfe1 Rc2 Rxc2 Qxc2 d5 Qd2 Qg3 Qa5 Qb8+ Qd8 Qxb7 Qd7 Qa8+ Qd8 Qxa6 Rh8 dxe6 fxe6 Qxe6+ Qe7 Qc6+ Qd7 Qg6+ Qf7 Qc6+ Qd7 Qg6+ Kd8 Qf6+ Kc7 Qxh8 Qd2 Qa1 Kb6 Qc1 Qa2 Qe3+ Ka6 Qc3 Qe6 Rd1 Qb6 Qd4 Qc6 Qd6 Qxd6 Rxd6+ Ka5 Rd4 Kb6 Rb4 Kc5,250.03333333333333
kasparovsabe,M,CiDPBl6V,2462.0,ChessStar777,False,True,resign,37,48.0,C01,French Defense: Exchange Variation,1765764140168,e4 e6 d4 d5 exd5 exd5 Bf4 Bd6 Qd2 Ne7 Nc3 c6 O-O-O Bf5 f3 Bg6 g4 Bxf4 Qxf4 Nd7 h4 h5 g5 Qb8 Qd2 Qd6 Nge2 O-O-O Bh3 Bf5 Bxf5 Nxf5 Nf4 g6 Nce2 Rhe8 Kb1 Re7 Nd3 Rde8 f4 Rxe2 Qa5 a6 Ne5 Nxe5 fxe5 Qc7 Qb4 Re4 c3 c5 Qa4 c4 Qxe8+ Qd8 Qxf7 Re2 Qxg6 Ng3 Qe6+ Kb8 Rhg1 Ne4 g6 Qa5 Qe8+ Ka7 Qf8 Nxc3+ Kc1 Nxa2+ Kb1 Nc3+,50.95454545454545
kasparovsabe,M,X7kI6hy4,2335.0,g3rm4n,False,True,outoftime,52,6.0,C29,"Vienna Game: Vienna Gambit, Bardeleben Variation",1765763236490,e4 e5 Nc3 Nf6 f4 d5 fxe5 Nxe4 Qf3 f5 exf6 Nxf6 h3 Bd6 d4 O-O Bg5 h6 Bxf6 Rxf6 Qe2 Re6 O-O-O Rxe2 Bxe2 c6 Bf3 Bf5 Nge2 Nd7 Rhf1 Bg6 Rde1 Qg5+ Kb1 Rf8 Rh1 Qd2 Rc1 Nb6 Rhd1 Qg5 Re1 Nc4 Rcd1 Nd2+ Ka1 Nxf3 g3 Nxe1 Rxe1 Bxc2 a3 Bd3 h4 Qd2 Rd1 Qxd1+ Nxd1 Bxe2 Nc3 Bf3 b4 Bxg3 b5 Bf2 bxc6 Bxd4 Kb2 bxc6 Kc2 Bxc3 Kxc3 c5 Kb3 Bd1+ Kb2 Ba4 h5 Rf5 Kc3 Rxh5 Kd3 Re5 Kd2 a5 Kd3 Bc6 Kd2 a4 Kd3 Kf7 Kd2 Ke6 Kd3 Kd6 Kd2 Kc7 Kd3 Kb6 Kd2 Kb5 Kd3 h5,35.141666666666666
kasparovsabe,M,Rm23Bj6e,2278.0,Alex120999,False,False,mate,27,70.0,C42,Petrov's Defense: Classical Attack,1765371037121,e4 e5 Nf3 Nf6 d4 Nxe4 Nxe5 d6 Nf3 d5 Bd3 Bf5 O-O Bd6 Re1 O-O c4 c6 Qc2 Re8 Nc3 Nxc3 Bxf5 Rxe1+ Nxe1 Qe7 Bxh7+ Kh8 Be3 dxc4 Qxc3 Kxh7 Qxc4 Nd7 Nf3 Nf6 Ng5+ Kg8 Nf3 Nd5 Re1 Qc7 a3 Re8 h3 a6 b4 Bf8 Kf1 Nb6 Qd3 Qd7 Ng5 f6 Qh7#,67.86111111111111
kasparovsabe,M,gjZoq5E9,2532.0,make-a-man-miss,True,False,resign,36,48.0,A11,English Opening: Caro-Kann Defensive System,1765329986577,c4 c6 Nc3 d5 cxd5 cxd5 d3 Nf6 Nf3 Nc6 g3 e5 Bg2 Bd6 Nd2 Be6 Nf3 O-O Ng5 Rc8 Nxe6 fxe6 O-O a6 Bd2 Bc5 Rc1 Ba7 h3 b5 Kh2 b4 Na4 Qd6 e3 a5 b3 h5 Kg1 h4 g4 e4 dxe4 Nxe4 Bxe4 dxe4 Be1 Qe7 Kg2 Ne5 Rxc8 Rxc8 Qe2 Nf3 Qa6 Rc1 Bxb4 Rxf1 Kxf1 axb4 Nb2 Qd7 Qc4 Nd2+ Kg2 Nxc4 Nxc4 Qd3 Ne5 Qc2 Ng6 Bxe3,63.20754716981132
kasparovsabe,M,EK8Nn8jx,2355.0,Evyamat,False,False,outoftime,66,51.0,A14,"English Opening: Agincourt Defense, Neo-Catalan Declined",1765329300672,c4 e6 g3 d5 Bg2 Nf6 Nf3 Be7 O-O O-O Qc2 c6 b3 b5 Bb2 Ba6 d3 Nbd7 Nbd2 Bb7 Rad1 a6 e4 Qa5 Ba1 Rac8 Rfe1 Rfd8 Re2 Nf8 Bc3 Qb6 Bd4 Qa5 Bc3 Qb6 Ne5 d4 Bb2 c5 Bc1 b4 f4 a5 Ndf3 a4 Nh4 Ra8 h3 axb3 axb3 Ra1 f5 N6d7 Nxd7 Nxd7 fxe6 fxe6 Nf3 Rf8 Bf4 Rxd1+ Qxd1 Qa5 Ng5 e5 Bd2 Qa6 Rf2 Rxf2 Kxf2 h6 Nf3 Qa2 Kg1 Bf6 Be1 Nb8 Nd2 Nc6 Qb1 Qxb1 Nxb1 Na5 Nd2 Bg5 Nf3 Bf6 Nd2 Bg5 Nf3 Nxb3 Nxe5 Nc1 Bf3 b3 Bd1 b2 Bc2 Be3+ Kf1 Bc8 Ng4 Bg5 Ba5 h5 Nf2 Be3 Nd1 Bxh3+ Ke1 Bg5 Nxb2 Bg4 Kf1 h4 gxh4 Bxh4 Kg2 Bg5 Bd1 Bxd1 Nxd1 Nxd3 Nf2 Nf4+ Kf3 d3 Kg3 Ne2+ Kf3 d2 Nd1,49.875
kasparovsabe,M,6wuU0lDk,2550.0,Liu_wenqin,False,False,mate,18,57.0,D35,"Queen's Gambit Declined: Exchange Variation, Positional Variation",1765248649322,d4 Nf6 c4 e6 Nc3 d5 cxd5 exd5 Bg5 c6 e3 h6 Bh4 Nbd7 Bd3 Be7 Bg3 O-O h3 a5 Nf3 Nb6 O-O Bd6 Ne5 a4 Rc1 a3 b3 Re8 f4 Bf8 Qc2 Nh5 Bh7+ Kh8 Nxf7#,15.166666666666666
